Date,CFM_1,CFM_2,CFM_3,CFM_4,O2_1,O2_2,O2_3,O2_4,STATICPR_1,STATICPR_2,STATICPR_3,STATICPR_4
05:49:58 03-09-2025,0,446,0,0,0,10.8212184906006,0,0,0,7.53019142150879,0,0
05:50:28 03-09-2025,0,457,0,0,0,10.8822689056396,0,0,0,7.5187463760376,0,0
05:50:58 03-09-2025,0,453,0,0,0,10.9204254150391,0,0,0,7.49814605712891,0,0
05:51:28 03-09-2025,0,434,0,0,0,10.9662132263184,0,0,0,7.50272369384766,0,0
05:51:58 03-09-2025,0,464,0,0,0,10.9967384338379,0,0,0,7.48898983001709,0,0
05:52:28 03-09-2025,0,463,0,0,0,11.0196323394775,0,0,0,7.40658569335938,0,0
05:52:58 03-09-2025,0,443,0,0,0,11.0501575469971,0,0,0,7.42260837554932,0,0
05:53:28 03-09-2025,0,432,0,0,0,11.0654201507568,0,0,0,7.42260837554932,0,0
05:53:58 03-09-2025,0,451,0,0,0,11.0654201507568,0,0,0,7.35851669311523,0,0
05:54:28 03-09-2025,0,457,0,0,0,11.0959453582764,0,0,0,7.31273651123047,0,0
05:54:58 03-09-2025,0,468,0,0,0,11.0883140563965,0,0,0,7.38369560241699,0,0
05:55:28 03-09-2025,0,450,0,0,0,11.1035766601563,0,0,0,7.33562660217285,0,0
05:55:59 03-09-2025,0,467,0,0,0,11.1035766601563,0,0,0,7.29671382904053,0,0
05:56:29 03-09-2025,0,460,0,0,0,11.1112079620361,0,0,0,7.26466751098633,0,0
05:56:59 03-09-2025,0,475,0,0,0,11.1112079620361,0,0,0,7.37453937530518,0,0
05:57:29 03-09-2025,0,447,0,0,0,11.1112079620361,0,0,0,7.32876014709473,0,0
05:57:59 03-09-2025,0,455,0,0,0,11.1112079620361,0,0,0,7.29442501068115,0,0
05:58:29 03-09-2025,0,445,0,0,0,11.1112079620361,0,0,0,7.31502628326416,0,0
05:58:59 03-09-2025,0,470,0,0,0,11.1264705657959,0,0,0,7.22346591949463,0,0
05:59:29 03-09-2025,0,432,0,0,0,11.1112079620361,0,0,0,7.31960391998291,0,0
05:59:59 03-09-2025,0,451,0,0,0,11.118839263916,0,0,0,7.30358123779297,0,0
06:00:29 03-09-2025,0,461,0,0,0,11.1112079620361,0,0,0,7.31273651123047,0,0
06:00:59 03-09-2025,0,470,0,0,0,11.1112079620361,0,0,0,7.28069114685059,0,0
06:01:29 03-09-2025,0,477,0,0,0,11.1112079620361,0,0,0,7.28069114685059,0,0
06:01:59 03-09-2025,0,460,0,0,0,11.1112079620361,0,0,0,7.3310489654541,0,0
06:02:29 03-09-2025,0,455,0,0,0,11.0959453582764,0,0,0,7.26237869262695,0,0
06:02:59 03-09-2025,0,456,0,0,0,11.118839263916,0,0,0,7.31960391998291,0,0
06:03:29 03-09-2025,0,436,0,0,0,11.1112079620361,0,0,0,7.26237869262695,0,0
06:03:59 03-09-2025,0,416,0,0,0,11.1112079620361,0,0,0,7.26695728302002,0,0
06:04:29 03-09-2025,0,438,0,0,0,11.118839263916,0,0,0,7.18226337432861,0,0
06:04:59 03-09-2025,0,452,0,0,0,11.1341018676758,0,0,0,7.2371997833252,0,0
06:05:29 03-09-2025,0,457,0,0,0,11.1264705657959,0,0,0,7.21888828277588,0,0
06:05:59 03-09-2025,0,446,0,0,0,11.1264705657959,0,0,0,7.225754737854,0,0
06:06:29 03-09-2025,0,442,0,0,0,11.1341018676758,0,0,0,7.21202087402344,0,0
06:06:59 03-09-2025,0,459,0,0,0,11.1417331695557,0,0,0,7.21202087402344,0,0
06:07:29 03-09-2025,0,463,0,0,0,11.1341018676758,0,0,0,7.19141960144043,0,0
06:07:59 03-09-2025,0,447,0,0,0,11.118839263916,0,0,0,7.18684196472168,0,0
06:08:29 03-09-2025,0,433,0,0,0,11.1264705657959,0,0,0,7.18226337432861,0,0
06:08:59 03-09-2025,0,448,0,0,0,11.1264705657959,0,0,0,7.17539691925049,0,0
06:09:29 03-09-2025,0,464,0,0,0,11.1264705657959,0,0,0,7.20744323730469,0,0
06:10:00 03-09-2025,0,425,0,0,0,11.0883140563965,0,0,0,7.16624069213867,0,0
06:10:30 03-09-2025,0,431,0,0,0,11.1341018676758,0,0,0,7.20744323730469,0,0
06:11:00 03-09-2025,0,412,0,0,0,11.1264705657959,0,0,0,7.10672664642334,0,0
06:11:30 03-09-2025,0,433,0,0,0,11.118839263916,0,0,0,7.1845531463623,0,0
06:12:00 03-09-2025,0,422,0,0,0,11.1341018676758,0,0,0,7.22804355621338,0,0
06:12:30 03-09-2025,0,452,0,0,0,11.1264705657959,0,0,0,7.23033237457275,0,0
06:13:00 03-09-2025,0,405,0,0,0,11.1417331695557,0,0,0,7.21202087402344,0,0
06:13:30 03-09-2025,0,453,0,0,0,11.118839263916,0,0,0,7.23491096496582,0,0
06:14:00 03-09-2025,0,457,0,0,0,11.1264705657959,0,0,0,7.23033237457275,0,0
06:14:30 03-09-2025,0,449,0,0,0,11.1341018676758,0,0,0,7.23491096496582,0,0
06:15:00 03-09-2025,0,461,0,0,0,11.1264705657959,0,0,0,7.25093364715576,0,0
06:15:30 03-09-2025,0,447,0,0,0,11.1264705657959,0,0,0,7.17997455596924,0,0
06:16:00 03-09-2025,0,431,0,0,0,11.1264705657959,0,0,0,7.17539691925049,0,0
06:16:30 03-09-2025,0,439,0,0,0,11.1264705657959,0,0,0,7.2371997833252,0,0
06:17:00 03-09-2025,0,455,0,0,0,11.118839263916,0,0,0,7.2578010559082,0,0
06:17:30 03-09-2025,0,480,0,0,0,11.1112079620361,0,0,0,7.21659851074219,0,0
06:18:00 03-09-2025,0,458,0,0,0,11.118839263916,0,0,0,7.21430969238281,0,0
06:18:30 03-09-2025,0,454,0,0,0,11.1112079620361,0,0,0,7.1959981918335,0,0
06:19:00 03-09-2025,0,478,0,0,0,11.1035766601563,0,0,0,7.1639518737793,0,0
06:19:30 03-09-2025,0,459,0,0,0,11.1112079620361,0,0,0,7.225754737854,0,0
06:20:00 03-09-2025,0,445,0,0,0,11.1112079620361,0,0,0,7.24864482879639,0,0
06:20:30 03-09-2025,0,441,0,0,0,11.1264705657959,0,0,0,7.17997455596924,0,0
06:21:00 03-09-2025,0,434,0,0,0,11.1341018676758,0,0,0,7.26237869262695,0,0
06:21:30 03-09-2025,0,450,0,0,0,11.1112079620361,0,0,0,7.25551223754883,0,0
06:22:00 03-09-2025,0,431,0,0,0,11.1264705657959,0,0,0,7.1319055557251,0,0
06:22:30 03-09-2025,0,392,0,0,0,11.0883140563965,0,0,0,7.46381092071533,0,0
06:23:00 03-09-2025,0,293,0,0,0,11.2104148864746,0,0,0,7.46838855743408,0,0
06:23:30 03-09-2025,0,302,0,0,0,11.2333087921143,0,0,0,7.46609973907471,0,0
06:24:00 03-09-2025,0,311,0,0,0,11.2333087921143,0,0,0,7.43863201141357,0,0
06:24:30 03-09-2025,0,334,0,0,0,11.2104148864746,0,0,0,7.41345310211182,0,0
06:25:00 03-09-2025,0,328,0,0,0,11.1341018676758,0,0,0,7.38598442077637,0,0
06:25:31 03-09-2025,0,300,0,0,0,11.1646270751953,0,0,0,7.41803073883057,0,0
06:26:01 03-09-2025,0,368,0,0,0,11.1646270751953,0,0,0,7.46609973907471,0,0
06:26:31 03-09-2025,0,296,0,0,0,11.1493644714355,0,0,0,7.4775447845459,0,0
06:27:01 03-09-2025,0,342,0,0,0,11.1417331695557,0,0,0,7.46609973907471,0,0
06:27:31 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:28:01 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:28:31 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:29:01 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:29:31 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:30:01 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:30:31 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:31:01 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:31:31 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:32:01 03-09-2025,0,0,0,0,0,0,0,0,0,0,0,0
06:32:31 03-09-2025,291,0,0,0,8.69208526611328,0,0,0,2.96134805679321,0,0,0
06:33:01 03-09-2025,273,0,0,0,3.586745262146,0,0,0,2.88123273849487,0,0,0
06:33:31 03-09-2025,269,0,0,0,3.0143985748291,0,0,0,2.82171869277954,0,0,0
06:34:01 03-09-2025,269,0,0,0,3.07544898986816,0,0,0,2.76678276062012,0,0,0
06:34:31 03-09-2025,275,0,0,0,3.24333763122559,0,0,0,2.73931503295898,0,0,0
06:35:01 03-09-2025,279,0,0,0,3.59437656402588,0,0,0,2.72100305557251,0,0,0
06:35:31 03-09-2025,281,0,0,0,3.9835729598999,0,0,0,2.67064476013184,0,0,0
06:36:01 03-09-2025,266,0,0,0,4.42618846893311,0,0,0,2.71871376037598,0,0,0
06:36:31 03-09-2025,289,0,0,0,4.92222309112549,0,0,0,2.76220512390137,0,0,0
06:37:01 03-09-2025,266,0,0,0,5.38010120391846,0,0,0,2.70726871490479,0,0,0
06:37:31 03-09-2025,280,0,0,0,5.83797931671143,0,0,0,2.73015880584717,0,0,0
06:38:01 03-09-2025,272,0,0,0,6.22717571258545,0,0,0,2.72329187393188,0,0,0
06:38:31 03-09-2025,281,0,0,0,6.62400341033936,0,0,0,2.79653978347778,0,0,0
06:39:01 03-09-2025,271,0,0,0,6.92162418365479,0,0,0,2.78051710128784,0,0,0
06:39:32 03-09-2025,279,0,0,0,7.1810884475708,0,0,0,2.78280591964722,0,0,0
06:40:02 03-09-2025,275,0,0,0,7.42528915405273,0,0,0,2.79196166992188,0,0,0
06:40:32 03-09-2025,280,0,0,0,7.64659690856934,0,0,0,2.78051710128784,0,0,0
06:41:02 03-09-2025,275,0,0,0,7.82211685180664,0,0,0,2.76907205581665,0,0,0
06:41:32 03-09-2025,282,0,0,0,8.02816200256348,0,0,0,2.69811296463013,0,0,0
06:42:02 03-09-2025,278,0,0,0,8.1502628326416,0,0,0,2.75762701034546,0,0,0
06:42:32 03-09-2025,277,0,0,0,8.32578277587891,0,0,0,2.78280591964722,0,0,0
06:43:02 03-09-2025,274,0,0,0,8.43262100219727,0,0,0,2.74160385131836,0,0,0
06:43:32 03-09-2025,276,0,0,0,8.56998443603516,0,0,0,2.75762701034546,0,0,0
06:44:02 03-09-2025,283,0,0,0,8.66919136047363,0,0,0,2.75762701034546,0,0,0
06:44:32 03-09-2025,280,0,0,0,8.75313568115234,0,0,0,2.69124603271484,0,0,0
06:45:02 03-09-2025,281,0,0,0,8.82944869995117,0,0,0,2.72786998748779,0,0,0
06:45:32 03-09-2025,275,0,0,0,8.92865562438965,0,0,0,2.74618196487427,0,0,0
06:46:02 03-09-2025,279,0,0,0,9.00496864318848,0,0,0,2.72100305557251,0,0,0
06:46:32 03-09-2025,282,0,0,0,9.06601905822754,0,0,0,2.71871376037598,0,0,0
06:47:02 03-09-2025,271,0,0,0,9.13470077514648,0,0,0,2.72558069229126,0,0,0
06:47:32 03-09-2025,0,0,0,331,0,0,0,9.47047805786133,0,0,0,5.4060001373291
06:48:02 03-09-2025,0,0,0,345,0,0,0,10.1344013214111,0,0,0,5.29841709136963
06:48:32 03-09-2025,0,0,0,327,0,0,0,10.5159664154053,0,0,0,5.27094841003418
06:49:02 03-09-2025,0,0,0,352,0,0,0,10.8899002075195,0,0,0,5.26179313659668
06:49:32 03-09-2025,0,0,0,337,0,0,0,11.248571395874,0,0,0,5.32130718231201
06:50:02 03-09-2025,0,0,0,346,0,0,0,11.5996112823486,0,0,0,5.36479759216309
06:50:32 03-09-2025,0,0,0,340,0,0,0,11.9735450744629,0,0,0,5.38082122802734
06:51:02 03-09-2025,0,0,0,358,0,0,0,12.294059753418,0,0,0,5.38082122802734
06:51:32 03-09-2025,0,0,0,365,0,0,0,12.6222057342529,0,0,0,5.37624263763428
06:52:02 03-09-2025,0,0,0,364,0,0,0,12.9198265075684,0,0,0,5.44262409210205
06:52:32 03-09-2025,0,0,0,360,0,0,0,13.2098159790039,0,0,0,5.51587200164795
06:53:02 03-09-2025,0,0,0,316,0,0,0,13.4540157318115,0,0,0,5.45635795593262
06:53:32 03-09-2025,0,0,0,360,0,0,0,13.682954788208,0,0,0,5.49755954742432
06:54:02 03-09-2025,0,0,0,325,0,0,0,13.8432121276855,0,0,0,5.46093559265137
06:54:32 03-09-2025,0,0,0,354,0,0,0,14.011100769043,0,0,0,5.45406913757324
06:55:03 03-09-2025,0,0,0,348,0,0,0,14.1560955047607,0,0,0,5.47009181976318
06:55:33 03-09-2025,0,0,0,315,0,0,0,14.2858276367188,0,0,0,5.43117904663086
06:56:03 03-09-2025,0,0,0,332,0,0,0,14.4308223724365,0,0,0,5.43117904663086
06:56:33 03-09-2025,0,0,0,305,0,0,0,14.530029296875,0,0,0,5.45635795593262
06:57:03 03-09-2025,0,0,0,323,0,0,0,14.6216049194336,0,0,0,5.49298191070557
06:57:33 03-09-2025,0,0,0,309,0,0,0,14.6826553344727,0,0,0,5.46093559265137
06:58:03 03-09-2025,0,0,0,361,0,0,0,14.789493560791,0,0,0,5.4472017288208
06:58:33 03-09-2025,0,0,0,348,0,0,0,14.8276500701904,0,0,0,5.42202281951904
06:59:03 03-09-2025,0,0,0,322,0,0,0,14.9039630889893,0,0,0,5.44033527374268
06:59:33 03-09-2025,0,0,0,349,0,0,0,14.9726448059082,0,0,0,5.44262409210205
07:00:03 03-09-2025,0,0,0,363,0,0,0,14.9955387115479,0,0,0,5.45635795593262
07:00:33 03-09-2025,0,0,0,358,0,0,0,14.9421195983887,0,0,0,5.41057777404785
07:01:03 03-09-2025,0,0,0,359,0,0,0,15.0947456359863,0,0,0,5.42202281951904
07:01:33 03-09-2025,0,0,0,329,0,0,0,15.1252708435059,0,0,0,5.19770050048828
07:02:03 03-09-2025,0,0,0,345,0,0,0,15.1710586547852,0,0,0,5.20456790924072
07:02:33 03-09-2025,0,0,0,317,0,0,0,15.1939525604248,0,0,0,5.2389030456543
07:03:03 03-09-2025,0,0,0,365,0,0,0,15.2244777679443,0,0,0,5.14047622680664
07:03:33 03-09-2025,0,0,0,354,0,0,0,15.2321090698242,0,0,0,5.22516918182373
07:04:03 03-09-2025,0,0,0,336,0,0,0,15.2931594848633,0,0,0,5.22745800018311
07:04:33 03-09-2025,0,0,0,364,0,0,0,15.3694725036621,0,0,0,5.19083404541016
07:05:03 03-09-2025,0,0,0,320,0,0,0,15.3999977111816,0,0,0,5.21830177307129
07:05:33 03-09-2025,0,0,0,352,0,0,0,15.4152603149414,0,0,0,5.19541168212891
07:06:03 03-09-2025,0,0,0,354,0,0,0,15.4152603149414,0,0,0,5.23661422729492
07:06:33 03-09-2025,0,0,0,352,0,0,0,15.3999977111816,0,0,0,5.22745800018311
07:07:03 03-09-2025,0,0,0,386,0,0,0,15.4076290130615,0,0,0,5.19770050048828
07:07:33 03-09-2025,0,0,0,332,0,0,0,15.377103805542,0,0,0,5.19541168212891
07:08:03 03-09-2025,0,0,0,382,0,0,0,15.4610481262207,0,0,0,5.20456790924072
07:08:33 03-09-2025,0,0,0,335,0,0,0,15.4076290130615,0,0,0,5.19083404541016
07:09:03 03-09-2025,0,0,0,342,0,0,0,15.4152603149414,0,0,0,5.17023277282715
07:09:33 03-09-2025,0,0,0,352,0,0,0,15.5068359375,0,0,0,5.20914554595947
07:10:03 03-09-2025,0,0,0,324,0,0,0,15.4381542205811,0,0,0,5.2068567276001
07:10:33 03-09-2025,0,0,0,303,0,0,0,15.4457855224609,0,0,0,5.16107654571533
07:11:03 03-09-2025,0,0,0,375,0,0,0,15.4381542205811,0,0,0,5.20914554595947
07:11:34 03-09-2025,0,0,0,365,0,0,0,15.4992046356201,0,0,0,5.23661422729492
07:12:04 03-09-2025,0,0,0,323,0,0,0,15.4457855224609,0,0,0,5.23203563690186
07:12:34 03-09-2025,0,0,429,0,0,0,2.48783874511719,0,0,0,7.6240406036377,0
07:13:04 03-09-2025,0,0,448,0,0,0,4.34987545013428,0,0,0,7.61946296691895,0
07:13:34 03-09-2025,0,0,423,0,0,0,5.84561061859131,0,0,0,7.51187992095947,0
07:14:04 03-09-2025,0,0,438,0,0,0,6.87583637237549,0,0,0,7.52561378479004,0
07:14:34 03-09-2025,0,0,432,0,0,0,7.65422821044922,0,0,0,7.43863201141357,0
07:15:04 03-09-2025,0,0,422,0,0,0,8.23420715332031,0,0,0,7.40658569335938,0
07:15:34 03-09-2025,0,0,423,0,0,0,8.69971656799316,0,0,0,7.43405342102051,0
07:16:04 03-09-2025,0,0,445,0,0,0,9.11943817138672,0,0,0,7.39742946624756,0
07:16:34 03-09-2025,0,0,454,0,0,0,9.48574066162109,0,0,0,7.38369560241699,0
07:17:04 03-09-2025,0,0,414,0,0,0,9.82914924621582,0,0,0,7.40200805664063,0
07:17:34 03-09-2025,0,0,422,0,0,0,10.1344013214111,0,0,0,7.40200805664063,0
07:18:04 03-09-2025,0,0,419,0,0,0,10.4091281890869,0,0,0,7.38369560241699,0
07:18:34 03-09-2025,0,0,437,0,0,0,10.6380672454834,0,0,0,7.35622787475586,0
07:19:04 03-09-2025,0,0,458,0,0,0,10.8441123962402,0,0,0,7.36767292022705,0
07:19:34 03-09-2025,0,0,456,0,0,0,11.0272636413574,0,0,0,7.32418155670166,0
07:20:04 03-09-2025,0,0,468,0,0,0,11.1722583770752,0,0,0,7.35851669311523,0
07:20:34 03-09-2025,0,0,423,0,0,0,11.3325157165527,0,0,0,7.37682914733887,0
07:21:04 03-09-2025,0,0,448,0,0,0,11.4698791503906,0,0,0,7.36767292022705,0
07:21:34 03-09-2025,0,0,441,0,0,0,11.5843486785889,0,0,0,7.41803073883057,0
07:22:04 03-09-2025,0,0,442,0,0,0,11.6911869049072,0,0,0,7.37682914733887,0
07:22:34 03-09-2025,0,0,444,0,0,0,11.7903938293457,0,0,0,7.38827419281006,0
07:23:04 03-09-2025,0,0,450,0,0,0,11.8972320556641,0,0,0,7.34478282928467,0
07:23:34 03-09-2025,0,0,432,0,0,0,11.9811763763428,0,0,0,7.38827419281006,0
07:24:04 03-09-2025,0,0,394,0,0,0,12.0727519989014,0,0,0,7.34020519256592,0
07:24:34 03-09-2025,0,0,452,0,0,0,12.1338024139404,0,0,0,7.38827419281006,0
07:25:04 03-09-2025,0,0,427,0,0,0,12.1948528289795,0,0,0,7.32418155670166,0
07:25:34 03-09-2025,0,0,448,0,0,0,12.2635345458984,0,0,0,7.38827419281006,0
07:26:04 03-09-2025,0,0,412,0,0,0,12.3245849609375,0,0,0,7.38598442077637,0
07:26:34 03-09-2025,0,0,457,0,0,0,12.3780040740967,0,0,0,7.39742946624756,0
07:27:05 03-09-2025,0,0,410,0,0,0,12.4314231872559,0,0,0,7.36080551147461,0
07:27:35 03-09-2025,0,0,448,0,0,0,12.484842300415,0,0,0,7.39971923828125,0
07:28:05 03-09-2025,0,0,426,0,0,0,12.5306301116943,0,0,0,7.35851669311523,0
07:28:35 03-09-2025,0,0,438,0,0,0,12.5306301116943,0,0,0,7.33562660217285,0
07:29:05 03-09-2025,0,0,450,0,0,0,12.5993118286133,0,0,0,7.32876014709473,0
07:29:35 03-09-2025,0,0,460,0,0,0,12.6527309417725,0,0,0,7.38827419281006,0
07:30:05 03-09-2025,0,0,455,0,0,0,12.6908874511719,0,0,0,7.39285182952881,0
07:30:35 03-09-2025,0,0,433,0,0,0,12.7214126586914,0,0,0,7.38369560241699,0
07:31:05 03-09-2025,0,0,447,0,0,0,12.7595691680908,0,0,0,7.34478282928467,0
07:31:35 03-09-2025,0,0,436,0,0,0,12.7748317718506,0,0,0,7.35622787475586,0
07:32:05 03-09-2025,0,0,423,0,0,0,12.81298828125,0,0,0,7.36996173858643,0
07:32:35 03-09-2025,0,0,467,0,0,0,12.8511447906494,0,0,0,7.31731510162354,0
07:33:05 03-09-2025,0,0,407,0,0,0,12.8740386962891,0,0,0,7.34249401092529,0
07:33:35 03-09-2025,0,0,402,0,0,0,12.9121952056885,0,0,0,7.33562660217285,0
07:34:05 03-09-2025,0,0,448,0,0,0,12.9350891113281,0,0,0,7.34478282928467,0
07:34:35 03-09-2025,0,0,430,0,0,0,12.9579830169678,0,0,0,7.35165023803711,0
07:35:05 03-09-2025,0,0,461,0,0,0,12.9885082244873,0,0,0,7.31731510162354,0
07:35:35 03-09-2025,0,0,438,0,0,0,13.011402130127,0,0,0,7.37453937530518,0
07:36:05 03-09-2025,0,0,420,0,0,0,13.0266647338867,0,0,0,7.37453937530518,0
07:36:35 03-09-2025,0,0,446,0,0,0,13.0571899414063,0,0,0,7.3722505569458,0
07:37:05 03-09-2025,0,0,428,0,0,0,13.0800838470459,0,0,0,7.42260837554932,0
07:37:35 03-09-2025,0,0,175,0,0,0,13.1182403564453,0,0,0,7.49585723876953,0
07:38:05 03-09-2025,0,0,153,0,0,0,13.1487655639648,0,0,0,7.50272369384766,0
07:38:35 03-09-2025,0,0,536,0,0,0,13.1640281677246,0,0,0,7.49814605712891,0
07:39:05 03-09-2025,0,0,596,0,0,0,13.1487655639648,0,0,0,7.50730228424072,0
07:39:35 03-09-2025,0,0,537,0,0,0,13.1487655639648,0,0,0,7.49127864837646,0
07:40:05 03-09-2025,0,0,305,0,0,0,13.1640281677246,0,0,0,7.48670101165771,0
07:40:35 03-09-2025,0,0,542,0,0,0,13.1640281677246,0,0,0,7.46838855743408,0
07:41:06 03-09-2025,0,0,563,0,0,0,13.1792907714844,0,0,0,7.48898983001709,0
07:41:36 03-09-2025,0,0,0,0,0,0,13.1716594696045,0,0,0,7.47296714782715,0
07:42:06 03-09-2025,0,0,0,0,0,0,13.1716594696045,0,0,0,7.42260837554932,0
07:42:36 03-09-2025,0,0,260,0,0,0,13.1869220733643,0,0,0,7.44778823852539,0
07:43:06 03-09-2025,0,0,616,0,0,0,13.1869220733643,0,0,0,7.4363431930542,0
07:43:36 03-09-2025,0,0,159,0,0,0,13.1945533752441,0,0,0,7.47525596618652,0
07:44:06 03-09-2025,0,0,461,0,0,0,13.1945533752441,0,0,0,7.46152210235596,0
07:44:36 03-09-2025,0,0,70,0,0,0,13.2098159790039,0,0,0,7.43405342102051,0
07:45:06 03-09-2025,0,0,143,0,0,0,13.2174472808838,0,0,0,7.43405342102051,0
07:45:36 03-09-2025,0,0,585,0,0,0,13.2174472808838,0,0,0,7.50043487548828,0
07:46:06 03-09-2025,0,0,519,0,0,0,13.2250785827637,0,0,0,7.48898983001709,0
07:46:36 03-09-2025,0,0,77,0,0,0,13.2098159790039,0,0,0,7.52561378479004,0
07:47:06 03-09-2025,0,0,389,0,0,0,13.2250785827637,0,0,0,7.49127864837646,0
07:47:36 03-09-2025,0,502,0,0,0,3.60200786590576,0,0,0,8.07268524169922,0,0
07:48:06 03-09-2025,0,463,0,0,0,4.18198680877686,0,0,0,8.12990951538086,0,0
07:48:36 03-09-2025,0,470,0,0,0,5.60904026031494,0,0,0,8.06124019622803,0,0
07:49:06 03-09-2025,0,475,0,0,0,6.85294246673584,0,0,0,8.03835010528564,0,0
07:49:36 03-09-2025,0,499,0,0,0,7.84501075744629,0,0,0,8.00859260559082,0,0
07:50:06 03-09-2025,0,485,0,0,0,8.66156005859375,0,0,0,7.9376335144043,0,0
07:50:36 03-09-2025,0,436,0,0,0,9.27969551086426,0,0,0,7.9376335144043,0,0
07:51:06 03-09-2025,0,484,0,0,0,9.72994232177734,0,0,0,7.8964319229126,0,0
07:51:36 03-09-2025,0,489,0,0,0,10.0886135101318,0,0,0,7.80029392242432,0,0
07:52:06 03-09-2025,0,490,0,0,0,10.3175525665283,0,0,0,7.84378528594971,0,0
07:52:36 03-09-2025,0,471,0,0,0,10.5235977172852,0,0,0,7.67897701263428,0,0
07:53:06 03-09-2025,0,478,0,0,0,10.6762237548828,0,0,0,7.69499969482422,0,0
07:53:36 03-09-2025,0,495,0,0,0,10.7677993774414,0,0,0,7.64693069458008,0,0
07:54:06 03-09-2025,0,429,0,0,0,10.8441123962402,0,0,0,7.63548564910889,0,0
07:54:37 03-09-2025,0,461,0,0,0,10.9051628112793,0,0,0,7.61030673980713,0,0
07:55:07 03-09-2025,0,472,0,0,0,10.9662132263184,0,0,0,7.56223773956299,0,0
07:55:37 03-09-2025,0,469,0,0,0,11.0196323394775,0,0,0,7.45007705688477,0,0
07:56:07 03-09-2025,0,455,0,0,0,11.0425262451172,0,0,0,7.53477001190186,0,0
07:56:37 03-09-2025,0,468,0,0,0,11.0806827545166,0,0,0,7.47525596618652,0,0
07:57:07 03-09-2025,0,468,0,0,0,11.0806827545166,0,0,0,7.44778823852539,0,0
07:57:37 03-09-2025,0,473,0,0,0,11.1112079620361,0,0,0,7.39742946624756,0,0
07:58:07 03-09-2025,0,438,0,0,0,11.1417331695557,0,0,0,7.37453937530518,0,0
07:58:37 03-09-2025,0,452,0,0,0,11.1646270751953,0,0,0,7.41574192047119,0,0
07:59:07 03-09-2025,0,466,0,0,0,11.1798896789551,0,0,0,7.34478282928467,0,0
07:59:37 03-09-2025,0,474,0,0,0,11.1722583770752,0,0,0,7.41345310211182,0,0
08:00:07 03-09-2025,0,455,0,0,0,11.1951522827148,0,0,0,7.38827419281006,0,0
08:00:37 03-09-2025,0,447,0,0,0,11.2027835845947,0,0,0,7.27153491973877,0,0
08:01:07 03-09-2025,0,470,0,0,0,11.2104148864746,0,0,0,7.29671382904053,0,0
08:01:37 03-09-2025,0,450,0,0,0,11.2104148864746,0,0,0,7.31960391998291,0,0
08:02:07 03-09-2025,0,451,0,0,0,11.2104148864746,0,0,0,7.33333778381348,0,0
08:02:37 03-09-2025,0,446,0,0,0,11.2180461883545,0,0,0,7.29442501068115,0,0
08:03:07 03-09-2025,0,447,0,0,0,11.2104148864746,0,0,0,7.30587005615234,0,0
08:03:37 03-09-2025,0,450,0,0,0,11.2180461883545,0,0,0,7.32418155670166,0,0
08:04:07 03-09-2025,0,469,0,0,0,11.2256774902344,0,0,0,7.27382373809814,0,0
08:04:37 03-09-2025,0,461,0,0,0,11.2256774902344,0,0,0,7.31273651123047,0,0
08:05:07 03-09-2025,0,440,0,0,0,11.2256774902344,0,0,0,7.26466751098633,0,0
08:05:37 03-09-2025,0,468,0,0,0,11.2256774902344,0,0,0,7.22346591949463,0,0
08:06:07 03-09-2025,0,449,0,0,0,11.2256774902344,0,0,0,7.28069114685059,0,0
08:06:37 03-09-2025,0,443,0,0,0,11.2256774902344,0,0,0,7.26008987426758,0,0
08:07:07 03-09-2025,0,416,0,0,0,11.2256774902344,0,0,0,7.27840137481689,0,0
08:07:37 03-09-2025,0,465,0,0,0,11.2180461883545,0,0,0,7.20973205566406,0,0
08:08:07 03-09-2025,0,463,0,0,0,11.2180461883545,0,0,0,7.28297996520996,0,0
08:08:37 03-09-2025,0,456,0,0,0,11.2027835845947,0,0,0,7.21430969238281,0,0
08:09:07 03-09-2025,0,453,0,0,0,11.2180461883545,0,0,0,7.25322246551514,0,0
08:09:37 03-09-2025,0,447,0,0,0,11.248571395874,0,0,0,7.1959981918335,0,0
08:10:07 03-09-2025,0,448,0,0,0,11.2409400939941,0,0,0,7.25093364715576,0,0
08:10:38 03-09-2025,0,440,0,0,0,11.2256774902344,0,0,0,7.2578010559082,0,0
08:11:08 03-09-2025,0,451,0,0,0,11.2333087921143,0,0,0,7.23262214660645,0,0
08:11:38 03-09-2025,0,411,0,0,0,11.2027835845947,0,0,0,7.26924610137939,0,0
08:12:08 03-09-2025,0,448,0,0,0,11.2256774902344,0,0,0,7.32418155670166,0,0
08:12:38 03-09-2025,0,427,0,0,0,11.2180461883545,0,0,0,7.23262214660645,0,0
08:13:08 03-09-2025,0,462,0,0,0,11.2256774902344,0,0,0,7.2371997833252,0,0
